"","Module","Policy","ISO","year","Value","Policytype","Policytype_detail","diff","diff_2","introduction","diff_adj","diff_2_adj","source","Policy_name_fig_1","Policy_name_fig_2_3","Policy_name_fig_4","Market_non_market","Cluster_categories","label","High_income"
"151","Buildings","BuildingEnergyCodes","FRA",2005,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",1
"152","Buildings","Financial support","FRA",2005,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"153","Buildings","Financial support","KOR",2005,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",0
"154","Buildings","Labels Appliances","CHN",2005,8,"NMBI","Information",8,8,1,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",0
"155","Buildings","MEPS of appliances","ZAF",2005,3,"NMBI","Performance Standards",3,3,1,1,1,"OECD","Performance standard (appliances)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"156","Electricity","AirEmissionStandards","POL",2005,5,"NMBI","Performance Standards",4,4,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"157","Electricity","AirEmissionStandards","GRC",2005,4,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"158","Electricity","AirEmissionStandards","AUS",2005,5,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"159","Electricity","AirEmissionStandards","KOR",2005,7,"NMBI","Performance Standards",4,4,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",0
"160","Electricity","AirEmissionStandards","NLD",2005,6,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"161","Electricity","Feed-In-Tariffs","ITA",2005,3,"MBI","Subsidy",3,3,0,1,1,"OECD","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","jump",1
"162","Electricity","Feed-In-Tariffs","PRT",2005,5,"MBI","Subsidy",2,2,0,1,1,"OECD","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","jump",1
"163","Electricity","Feed-In-Tariffs","CHE",2005,7,"MBI","Subsidy",7,7,1,1,1,"OECD","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","jump",1
"164","Electricity","Renewable energy certificates","POL",2005,4,"MBI","Subsidy",4,4,1,1,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Renewable portfolio standard","Non-market","Regulation","jump",1
"165","Transport","Congestion charge","DEU",2005,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Road toll","Road toll","Taxation (driving)","Market","Pricing","jump",1
"166","Transport","Excise Tax Transport","KOR",2005,8,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel tax","Fuel tax","Taxation (driving)","Market","Pricing","jump",0
"167","Transport","Investment in Rail Infrastructure","NLD",2005,8,"NMBI","Other NMBI",2,1,0,1,0,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"168","Transport","MEPS Transport","CHN",2005,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD","Performance standard (cars & trucks)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"169","Transport","Taxation","FRA",2005,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax (cars)","Vehicle tax","Taxation (vehicle)","Market","Pricing","jump",1
"170","Buildings","BuildingEnergyCodes","HUN",2006,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",1
"171","Buildings","BuildingEnergyCodes","GBR",2006,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",1
"172","Buildings","Financial support","HUN",2006,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"173","Buildings","Financial support","SWE",2006,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"174","Buildings","Financial support","USA",2006,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"175","Buildings","Labels Appliances","IND",2006,3,"NMBI","Information",3,3,1,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",0
"176","Buildings","Labels Appliances","ARG",2006,3,"NMBI","Information",3,3,1,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",0
"177","Buildings","Labels Appliances","BRA",2006,8,"NMBI","Information",3,3,0,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",0
"178","Buildings","Labels Appliances","JPN",2006,10,"NMBI","Information",10,10,1,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",1
"179","Electricity","AirEmissionStandards","TUR",2006,1,"NMBI","Performance Standards",1,1,1,0,0,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",0
"180","Electricity","AirEmissionStandards","ITA",2006,5,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"181","Electricity","AirEmissionStandards","AUS",2006,7,"NMBI","Performance Standards",2,5,0,1,0,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"182","Electricity","Feed-In-Tariffs","FRA",2006,5,"MBI","Subsidy",2,2,0,1,1,"OECD","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","jump",1
"183","Electricity","Feed-In-Tariffs","IRL",2006,1,"MBI","Subsidy",1,1,1,0,0,"OECD","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","jump",1
"184","Electricity","Feed-In-Tariffs","CAN",2006,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","jump",1
"185","Electricity","Feed-In-Tariffs","TUR",2006,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","jump",0
"186","Electricity","Feed-In-Tariffs","USA",2006,2,"MBI","Subsidy",2,2,1,1,1,"OECD","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","jump",1
"187","Electricity","Renewable energy certificates","SWE",2006,8,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Renewable portfolio standard","Non-market","Regulation","jump",1
"188","Industry","MEPS electric motors","AUS",2006,7,"NMBI","Performance Standards",4,4,0,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",1
"189","Transport","Congestion Charges","SWE",2006,4,"MBI","Other MBI",4,4,1,1,1,"OECD","Road toll","Road toll","Taxation (driving)","Market","Pricing","jump",1
"190","Transport","Financial support","USA",2006,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"191","Transport","Investment in Rail Infrastructure","HUN",2006,3,"NMBI","Other NMBI",2,1,0,1,0,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"192","Transport","Investment in Rail Infrastructure","SVK",2006,7,"NMBI","Other NMBI",1,2,0,0,1,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"193","Transport","Labels Passenger Cars","KOR",2006,10,"NMBI","Information",10,10,1,1,1,"OECD","Label (cars)","Label ","Label ","Non-market","Information","jump",0
"194","Transport","MEPS Transport","KOR",2006,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD","Performance standard (cars & trucks)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"195","Buildings","BuildingEnergyCodes","IND",2007,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",0
"196","Buildings","BuildingEnergyCodes","AUT",2007,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",1
"197","Buildings","Carbon Tax Buildings","CAN",2007,2,"MBI","Carbon Pricing",2,2,1,1,1,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",1
"198","Buildings","Financial support","BEL",2007,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"199","Buildings","Financial support","CAN",2007,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"200","Buildings","Labels Appliances","ARG",2007,5,"NMBI","Information",2,5,0,1,0,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",0
"201","Buildings","Labels Appliances","BRA",2007,10,"NMBI","Information",2,5,0,1,0,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",0
"202","Buildings","Labels Appliances","SAU",2007,5,"NMBI","Information",5,5,1,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",0
"203","Buildings","Labels Appliances","CHL",2007,5,"NMBI","Information",5,5,1,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",0
"204","Buildings","MEPS of appliances","USA",2007,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Performance standard (appliances)","Performance standard","Performance standard","Non-market","Regulation","jump",1
"205","Buildings","MEPS of appliances","SAU",2007,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD","Performance standard (appliances)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"206","Buildings","MEPS of appliances","BRA",2007,10,"NMBI","Performance Standards",7,7,0,1,1,"OECD","Performance standard (appliances)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"207","Electricity","AirEmissionStandards","CAN",2007,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"208","Electricity","AirEmissionStandards","CHE",2007,6,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"209","Electricity","Carbon Tax Electricity","CAN",2007,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",1
"210","Electricity","ETS Electricity","CAN",2007,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",1
"211","Electricity","Feed-In-Tariffs","ARG",2007,1,"MBI","Subsidy",1,1,1,0,0,"OECD","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","jump",0
"212","Electricity","Feed-In-Tariffs","GRC",2007,7,"MBI","Subsidy",7,7,0,1,1,"OECD","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","jump",1
"213","Electricity","Feed-In-Tariffs","BGR",2007,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","jump",1
"214","Electricity","Renewable energy certificates","CAN",2007,1,"MBI","Subsidy",1,1,1,0,0,"OECD","Renewable portfolio standard","Renewable portfolio standard","Renewable portfolio standard","Non-market","Regulation","jump",1
"215","Electricity","Renewable energy certificates","SWE",2007,9,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Renewable portfolio standard","Non-market","Regulation","slow_increase",1
"216","Industry","Carbon Tax Industry","CAN",2007,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",1
"217","Industry","ETS Industry","CAN",2007,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",1
"218","Industry","Financing mechanism","CZE",2007,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"219","Industry","MEPS electric motors","KOR",2007,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"220","Transport","Carbon Tax Transport","CAN",2007,2,"MBI","Carbon Pricing",2,2,1,1,1,"OECD","Carbon tax","Carbon tax","Taxation (driving)","Market","Pricing","jump",1
"221","Transport","Excise Tax Transport","AUT",2007,7,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel tax","Fuel tax","Taxation (driving)","Market","Pricing","jump",1
"222","Transport","Excise Tax Transport","PRT",2007,9,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Fuel tax","Fuel tax","Taxation (driving)","Market","Pricing","jump",1
"223","Transport","Excise Tax Transport","SVK",2007,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel tax","Fuel tax","Taxation (driving)","Market","Pricing","jump",1
"224","Transport","Excise Tax Transport","POL",2007,6,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel tax","Fuel tax","Taxation (driving)","Market","Pricing","jump",1
"225","Transport","Financial support","SWE",2007,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"226","Transport","Financial support","PRT",2007,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"227","Transport","Investment in Rail Infrastructure","TUR",2007,4,"NMBI","Other NMBI",1,2,0,0,1,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",0
"228","Transport","Investment in Rail Infrastructure","MEX",2007,4,"NMBI","Other NMBI",2,3,0,1,1,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",0
"229","Transport","Investment in Rail Infrastructure","HUN",2007,7,"NMBI","Other NMBI",4,6,0,1,0,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"230","Transport","Investment in Rail Infrastructure","DNK",2007,4,"NMBI","Other NMBI",2,0,0,1,0,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"231","Transport","MEPS","USA",2007,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Performance standard (cars & trucks)","Performance standard","Performance standard","Non-market","Regulation","jump",1
"232","Transport","MEPS Transport","CAN",2007,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD","Performance standard (cars & trucks)","Performance standard","Performance standard","Non-market","Regulation","jump",1
"233","Transport","Vehicle tax","ROU",2007,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax (cars)","Vehicle tax","Taxation (vehicle)","Market","Pricing","jump",1
"234","Buildings","BuildingEnergyCodes","DNK",2008,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",1
